"","Race","Region","EDUC","Income","Gender","Income_cont"
"2253","White","Northeast","Associates","20,000- 29,999","Male",25000
"2254","White","West","Bachelors","40,000-59,999","Female",55000
"2255","White","South","Secondary",NA,"Female",NA
"2256","White","Midwest","Bachelors","100,000-149,999","Female",125000
"2257","White","Northeast","Masters","150,000 +","Male",2e+05
"2258",NA,"South",NA,NA,NA,NA
"2259","White","South","Associates","30,000-39,999","Female",35000
"2260","White","South","Bachelors","30,000-39,999","Female",35000
"2261","Hispanic","South","Secondary","10,000-19,999","Female",10000
"2262","White","West","Secondary","40,000- 49,999","Female",45000
"2263","White","Midwest","Bachelors","100,000-149,999","Male",125000
"2264","White","South","Bachelors","10,000-19,999","Female",10000
"2265","White","West","Secondary","30,000-39,999","Female",35000
"2266",NA,"Midwest",NA,NA,NA,NA
"2267","Hispanic","South","Associates","20,000- 29,999","Female",25000
"2268","White","Midwest","Bachelors","100,000-149,999","Female",125000
"2269","Other","Midwest","Associates","10,000-19,999","Female",10000
"2270","White","Midwest","Primary","75,000-99,999","Female",87500
"2271","White","Northeast","Masters","75,000-99,999","Male",87500
"2272","White","Northeast","Associates",NA,"Female",NA
"2273","White","Northeast","Primary","100,000-149,999","Female",125000
"2274","White","Midwest","Secondary","30,000-39,999","Female",35000
"2275","White","West","Secondary","40,000-59,999","Female",55000
"2276","White","Midwest","Masters","40,000- 49,999","Female",45000
"2277","White","Midwest","Associates","100,000-149,999","Male",125000
"2278",NA,"South",NA,NA,NA,NA
"2279","Black","South","Secondary","20,000- 29,999","Female",25000
"2280","White","West","Secondary","150,000 +","Male",2e+05
"2281","White","Northeast","Bachelors",NA,"Male",NA
"2282","White","South","Associates","100,000-149,999","Female",125000
"2283","Other","West","Bachelors","40,000- 49,999","Male",45000
"2284","White","Northeast","Masters","150,000 +","Female",2e+05
"2285",NA,"Northeast","Associates",NA,"Female",NA
"2286","Hispanic","South","Associates","60,000-74,999","Female",67500
"2287","Asian/Pacific Islander","West","Bachelors","100,000-149,999","Female",125000
"2288","Asian/Pacific Islander","West","Bachelors","75,000-99,999","Male",87500
"2289","White","West","Associates","100,000-149,999","Female",125000
"2290","White","Midwest","Secondary","10,000-19,999","Female",10000
"2291","White","West","Primary",NA,"Male",NA
"2292","Hispanic","West","Masters","60,000-74,999","Male",67500
"2293","White","West","Associates","40,000-59,999","Female",55000
"2294","White","Midwest","Secondary","100,000-149,999","Male",125000
"2295","White","Midwest","Bachelors",NA,"Female",NA
"2296","White","Midwest","Bachelors","60,000-74,999","Male",67500
"2297","Black","Midwest","Secondary","40,000-59,999","Female",55000
"2298","White","South","Associates","20,000- 29,999","Female",25000
"2299","Black","South","Primary","30,000-39,999","Male",35000
"2300","White","Midwest","Secondary","10,000-19,999","Female",10000
"2301","White","West","Masters","150,000 +","Male",2e+05
"2302","White","West","Primary","20,000- 29,999","Male",25000
"2303","White","Northeast","Masters","40,000-59,999","Female",55000
"2304","White","Midwest","Secondary","30,000-39,999","Female",35000
"2305","White","West","Primary","10,000-19,999","Male",10000
"2306","White","Midwest","Secondary","100,000-149,999","Male",125000
"2307","White","Midwest","Secondary","20,000- 29,999","Female",25000
"2308","Black","South","Secondary","10,000-19,999","Male",10000
"2309","White","Midwest","Bachelors","60,000-74,999","Female",67500
"2310","White","South","Primary","30,000-39,999","Female",35000
"2311","White","Northeast","Associates","20,000- 29,999","Male",25000
"2312","White","West","Primary","20,000- 29,999","Female",25000
"2313","White","West","Secondary","20,000- 29,999","Female",25000
"2314","Asian/Pacific Islander","South","Primary","1-9,999","Male",5000
"2315","White","South","Secondary","75,000-99,999","Male",87500
"2316","Hispanic","Midwest","Primary","30,000-39,999","Male",35000
"2317","White","West","Secondary","150,000 +","Female",2e+05
"2318",NA,"West",NA,NA,NA,NA
"2319","Hispanic","West","Secondary","100,000-149,999","Male",125000
"2320","Hispanic","Midwest","Associates","1-9,999","Male",5000
"2321","White","Midwest","Associates","100,000-149,999","Female",125000
"2322","White","South","Secondary","40,000- 49,999","Male",45000
"2323","Black","South","Associates","40,000-59,999","Female",55000
"2324","Black","South","Primary","1-9,999","Female",5000
"2325","White","Northeast","Secondary",NA,"Female",NA
"2326","White","South","Primary","1-9,999","Male",5000
"2327","White","South","Secondary","20,000- 29,999","Male",25000
"2328","Other","Midwest","Secondary","60,000-74,999","Female",67500
"2329","Other","South","Bachelors","100,000-149,999","Female",125000
"2330","White","Midwest","Bachelors",NA,"Female",NA
"2331","White","Midwest","Primary","75,000-99,999","Male",87500
"2332","White","South","Bachelors","75,000-99,999","Female",87500
"2333","Hispanic","Northeast","Masters","20,000- 29,999","Female",25000
"2334","White","South","Bachelors","60,000-74,999","Male",67500
"2335","Black","South","Secondary","1-9,999","Male",5000
"2336","Other","Midwest","Bachelors","40,000-59,999","Female",55000
"2337","Black","South","Associates","100,000-149,999","Male",125000
"2338","Black","South","Secondary","20,000- 29,999","Male",25000
"2339","White","Northeast","Associates","100,000-149,999","Male",125000
"2340","White","Midwest","Masters","20,000- 29,999","Male",25000
"2341","White","South","Secondary","60,000-74,999","Male",67500
"2342","White","West","Secondary","20,000- 29,999","Female",25000
"2343","Black","South","Secondary","10,000-19,999","Male",10000
"2344","White","South","Secondary","20,000- 29,999","Female",25000
"2345","White","South","Secondary",NA,"Female",NA
"2346","White","Midwest","Secondary","30,000-39,999","Female",35000
"2347","White","South","Masters","150,000 +","Female",2e+05
"2348","White","Midwest","Associates",NA,"Male",NA
"2349","White","Midwest","Bachelors","100,000-149,999","Male",125000
"2350","White","Midwest","Masters","75,000-99,999","Female",87500
"2351","Hispanic","Northeast","Bachelors","75,000-99,999","Female",87500
"2352","Asian/Pacific Islander","West","Bachelors","100,000-149,999","Female",125000
"2353","White","Midwest","Bachelors","30,000-39,999","Male",35000
"2354","White","Northeast","Masters",NA,"Female",NA
"2355","White","South","Primary","30,000-39,999","Male",35000
"2356","Black","South","Secondary","10,000-19,999","Female",10000
"2357","White","West","Bachelors","30,000-39,999","Female",35000
"2358",NA,"Midwest",NA,NA,NA,NA
"2359","Hispanic","West","Associates","100,000-149,999","Female",125000
"2360","Hispanic","West","Secondary","60,000-74,999","Female",67500
"2361","Hispanic","South","Primary","10,000-19,999","Female",10000
"2362","White","South","Associates","75,000-99,999","Male",87500
"2363","White","Northeast","Secondary","20,000- 29,999","Female",25000
"2364","Hispanic","West","Primary","30,000-39,999","Male",35000
"2365","White","West","Bachelors","100,000-149,999","Male",125000
"2366","White","Northeast","Primary","100,000-149,999","Male",125000
"2367","Hispanic","West","Associates","75,000-99,999","Male",87500
"2368","White","South","Masters","150,000 +","Female",2e+05
"2369","Hispanic","South","Bachelors","60,000-74,999","Male",67500
"2370","White","Northeast","Secondary",NA,"Female",NA
"2371","White","Midwest","Primary","1-9,999","Male",5000
"2372",NA,"West",NA,NA,NA,NA
"2373","White","Midwest","Bachelors","40,000-59,999","Female",55000
"2374",NA,"South",NA,NA,NA,NA
"2375","Hispanic","Northeast","Secondary","100,000-149,999","Female",125000
"2376","Hispanic","South","Primary","10,000-19,999","Female",10000
"2377","White","South","Bachelors","100,000-149,999","Male",125000
"2378","White","West","Masters","150,000 +","Female",2e+05
"2379","White","West","Associates","30,000-39,999","Female",35000
"2380","White","South","Secondary","40,000- 49,999","Male",45000
"2381","White","West","Secondary","150,000 +","Male",2e+05
"2382","White","South","Associates","60,000-74,999","Male",67500
"2383","White","West","Primary","1-9,999","Male",5000
"2384",NA,"South",NA,NA,NA,NA
"2385","Black","Midwest","Primary","1-9,999","Female",5000
"2386","Asian/Pacific Islander","South","Secondary",NA,"Male",NA
"2387","White","South","Bachelors","40,000- 49,999","Male",45000
"2388","Other","Midwest","Secondary","30,000-39,999","Female",35000
"2389","Hispanic","Northeast","Secondary","1-9,999","Female",5000
"2390","Hispanic","West","PhD","10,000-19,999","Female",10000
"2391","White","South","Secondary","30,000-39,999","Female",35000
"2392","Hispanic","South","Associates",NA,"Male",NA
"2393","White","Northeast","Secondary","100,000-149,999","Male",125000
"2394","White","South","Secondary","100,000-149,999","Male",125000
"2395","White","South","Secondary","75,000-99,999","Female",87500
"2396","Black","South","Primary","1-9,999","Female",5000
"2397","White","Northeast","Secondary","30,000-39,999","Female",35000
"2398","White","South","Bachelors",NA,"Female",NA
"2399","Black","South","Associates","30,000-39,999","Male",35000
"2400","White","Midwest","Bachelors","75,000-99,999","Male",87500
"2401","White","South","Secondary","1-9,999","Male",5000
"2402","Black","South","Secondary","40,000-59,999","Male",55000
"2403","White","Midwest","Associates","40,000-59,999","Male",55000
"2404","Asian/Pacific Islander","Northeast","Masters","100,000-149,999","Male",125000
"2405","White","South","Primary","40,000-59,999","Male",55000
"2406","Other","South","Secondary","1-9,999","Female",5000
"2407","White","Midwest","Bachelors","100,000-149,999","Female",125000
"2408","Black","South","Secondary","40,000- 49,999","Male",45000
"2409","White","Midwest","Secondary","30,000-39,999","Female",35000
"2410","Black","Midwest","Secondary","10,000-19,999","Male",10000
"2411","Asian/Pacific Islander","South","Bachelors","150,000 +","Male",2e+05
"2412","White","South","Bachelors","60,000-74,999","Male",67500
"2413","White","Northeast","Secondary","60,000-74,999","Female",67500
"2414","White","Midwest","Secondary",NA,"Male",NA
"2415","White","Midwest","Associates","100,000-149,999","Male",125000
"2416","White","Midwest","Associates","75,000-99,999","Male",87500
"2417","White","Midwest","Secondary","40,000- 49,999","Male",45000
"2418","White","West","Bachelors","150,000 +","Male",2e+05
"2419","Black","South","Masters","75,000-99,999","Male",87500
"2420","White","South","Bachelors",NA,"Female",NA
"2421","Other","Midwest","Secondary","30,000-39,999","Female",35000
"2422","Asian/Pacific Islander","West","Secondary",NA,"Male",NA
"2423","White","Midwest","Masters",NA,"Female",NA
"2424","Asian/Pacific Islander","West","Secondary","40,000-59,999","Male",55000
"2425","White","West","Bachelors","150,000 +","Male",2e+05
"2426","White","Midwest","Secondary","10,000-19,999","Female",10000
"2427","White","South","Bachelors","10,000-19,999","Male",10000
"2428","White","Midwest","Associates","40,000- 49,999","Female",45000
"2429","White","Midwest","Secondary","30,000-39,999","Female",35000
"2430","White","West","Secondary","75,000-99,999","Male",87500
"2431","White","South","Associates","40,000-59,999","Male",55000
"2432","Black","South","Primary","1-9,999","Male",5000
"2433","White","South","Primary","1-9,999","Female",5000
"2434","Hispanic","West","Secondary","40,000- 49,999","Female",45000
"2435","Hispanic","West","Secondary","60,000-74,999","Female",67500
"2436","White","West","Secondary",NA,"Male",NA
"2437","White","Midwest","Bachelors","40,000-59,999","Female",55000
"2438","White","Midwest","Secondary","30,000-39,999","Female",35000
"2439","White","Midwest","Bachelors",NA,"Female",NA
"2440","Black","South","Secondary","1-9,999","Female",5000
"2441","White","South","Secondary","10,000-19,999","Female",10000
"2442","White","South","Secondary","10,000-19,999","Female",10000
"2443","White","South","Masters","150,000 +","Male",2e+05
"2444","White","South","Bachelors","75,000-99,999","Male",87500
"2445","White","West","Secondary","100,000-149,999","Male",125000
"2446","White","Midwest","Masters",NA,"Female",NA
"2447","White","South","Primary","30,000-39,999","Male",35000
"2448","White","West","Bachelors","40,000- 49,999","Male",45000
"2449","White","South","Primary","1-9,999","Female",5000
"2450","Hispanic","West","Bachelors","75,000-99,999","Female",87500
"2451","White","Midwest","Secondary","60,000-74,999","Female",67500
"2452","White","South","Bachelors","60,000-74,999","Female",67500
"2453","White","South","Associates","60,000-74,999","Male",67500
"2454","Black","South","Secondary","60,000-74,999","Male",67500
"2455","White","South","Masters","75,000-99,999","Female",87500
"2456","Hispanic","West","Secondary","1-9,999","Female",5000
"2457","Hispanic","West","Secondary",NA,"Female",NA
"2458","Hispanic","South","Primary","1-9,999","Female",5000
"2459","White","West","Secondary","60,000-74,999","Female",67500
"2460","Other","South","Bachelors","30,000-39,999","Male",35000
"2461","White","South","Secondary","75,000-99,999","Male",87500
"2462","White","South","Secondary","150,000 +","Male",2e+05
"2463","Black","Midwest","Associates","1-9,999","Male",5000
"2464","White","South","Secondary","40,000-59,999","Female",55000
"2465","White","South","Associates","40,000-59,999","Female",55000
"2466","White","South","Bachelors","40,000- 49,999","Male",45000
"2467","Hispanic","South","Primary","20,000- 29,999","Female",25000
"2468","White","South","Bachelors","60,000-74,999","Male",67500
"2469","Hispanic","West","Secondary","40,000- 49,999","Female",45000
"2470","White","Northeast","Bachelors","40,000- 49,999","Female",45000
"2471","White","Midwest","Primary","100,000-149,999","Male",125000
"2472","White","South","Associates","1-9,999","Female",5000
"2473","Black","South","Bachelors","40,000-59,999","Female",55000
"2474","White","South","Associates","20,000- 29,999","Female",25000
"2475","White","West","Bachelors",NA,"Male",NA
"2476","White","South","Bachelors","75,000-99,999","Female",87500
"2477","Black","South","Secondary","20,000- 29,999","Female",25000
