"","Race","Region","EDUC","Gender","Income","Income_cont"
"2217","White","Northeast","Professional","Male","100,000-149,999","125000"
"2218","White","Midwest","Masters","Male","20,000- 29,999","25000"
"2219","White","South","Secondary","Male","60,000-74,999","67500"
"2220","White","West","Secondary","Female","20,000- 29,999","25000"
"2221","Black","South","Secondary","Male","10,000-19,999","10000"
"2222","White","South","Secondary","Female","20,000- 29,999","25000"
"2223","White","South","Secondary","Female",NA,NA
"2224","White","Midwest","Secondary","Female","30,000-39,999","35000"
"2225","White","South","Masters","Female","150,000 +","200000"
"2226","White","Midwest","Professional","Male",NA,NA
"2227","White","Midwest","Bachelors","Male","100,000-149,999","125000"
"2228","White","Midwest","Masters","Female","75,000-99,999","87500"
"2229","Hispanic","Northeast","Bachelors","Female","75,000-99,999","87500"
"2230","Asian/Pacific Islander","West","Bachelors","Female","100,000-149,999","125000"
"2231","White","Midwest","Bachelors","Male","30,000-39,999","35000"
"2232","White","Northeast","Masters","Female",NA,NA
"2233","White","South","Primary","Male","30,000-39,999","35000"
"2234","Black","South","Secondary","Female","10,000-19,999","10000"
"2235","White","West","Bachelors","Female","30,000-39,999","35000"
"2236","Hispanic","West","Secondary","Female","100,000-149,999","125000"
"2237","Hispanic","West","Secondary","Female","60,000-74,999","67500"
"2238","Hispanic","South","Primary","Female","10,000-19,999","10000"
"2239","White","South","Secondary","Male","75,000-99,999","87500"
"2240","White","Northeast","Secondary","Female","20,000- 29,999","25000"
"2241","Hispanic","West","Primary","Male","30,000-39,999","35000"
"2242","White","West","Bachelors","Male","100,000-149,999","125000"
"2243","White","Northeast","Primary","Male","100,000-149,999","125000"
"2244","Hispanic","West","Professional","Male","75,000-99,999","87500"
"2245","White","South","Masters","Female","150,000 +","200000"
"2246","Hispanic","South","Bachelors","Male","60,000-74,999","67500"
"2247","White","Northeast","Secondary","Female",NA,NA
"2248","White","Midwest","Primary","Male","1-9,999","5000"
"2249","White","Midwest","Bachelors","Female","40,000-59,999","55000"
"2250","Hispanic","Northeast","Secondary","Female","100,000-149,999","125000"
"2251","Hispanic","South","Primary","Female","10,000-19,999","10000"
"2252","White","South","Bachelors","Male","100,000-149,999","125000"
"2253","White","West","Masters","Female","150,000 +","200000"
"2254","White","West","Professional","Female","30,000-39,999","35000"
"2255","White","South","Secondary","Male","40,000- 49,999","45000"
"2256","White","West","Secondary","Male","150,000 +","200000"
"2257","White","South","Professional","Male","60,000-74,999","67500"
"2258","White","West","Primary","Male","1-9,999","5000"
"2259","Black","Midwest","Primary","Female","1-9,999","5000"
"2260","Asian/Pacific Islander","South","Secondary","Male",NA,NA
"2261","White","South","Bachelors","Male","40,000- 49,999","45000"
"2262","Other","Midwest","Secondary","Female","30,000-39,999","35000"
"2263","Hispanic","Northeast","Secondary","Female","1-9,999","5000"
"2264","Hispanic","West","Professional","Female","10,000-19,999","10000"
"2265","White","South","Secondary","Female","30,000-39,999","35000"
"2266","Hispanic","South","Secondary","Male",NA,NA
"2267","White","Northeast","Secondary","Male","100,000-149,999","125000"
"2268","White","South","Secondary","Male","100,000-149,999","125000"
"2269","White","South","Secondary","Female","75,000-99,999","87500"
"2270","Black","South","Primary","Female","1-9,999","5000"
"2271","White","Northeast","Secondary","Female","30,000-39,999","35000"
"2272","White","South","Bachelors","Female",NA,NA
"2273","Black","South","Secondary","Male","30,000-39,999","35000"
"2274","White","Midwest","Bachelors","Male","75,000-99,999","87500"
"2275","White","South","Secondary","Male","1-9,999","5000"
"2276","Black","South","Secondary","Male","40,000-59,999","55000"
"2277","White","Midwest","Professional","Male","40,000-59,999","55000"
"2278","Asian/Pacific Islander","Northeast","Masters","Male","100,000-149,999","125000"
"2279","White","South","Primary","Male","40,000-59,999","55000"
"2280","Other","South","Secondary","Female","1-9,999","5000"
"2281","White","Midwest","Bachelors","Female","100,000-149,999","125000"
"2282","Black","South","Secondary","Male","40,000- 49,999","45000"
"2283","White","Midwest","Secondary","Female","30,000-39,999","35000"
"2284","Black","Midwest","Secondary","Male","10,000-19,999","10000"
"2285","Asian/Pacific Islander","South","Bachelors","Male","150,000 +","200000"
"2286","White","South","Bachelors","Male","60,000-74,999","67500"
"2287","White","Northeast","Secondary","Female","60,000-74,999","67500"
"2288","White","Midwest","Secondary","Male",NA,NA
"2289","White","Midwest","Professional","Male","100,000-149,999","125000"
"2290","White","Midwest","Professional","Male","75,000-99,999","87500"
"2291","White","Midwest","Secondary","Male","40,000- 49,999","45000"
"2292","White","West","Bachelors","Male","150,000 +","200000"
"2293","Black","South","Masters","Male","75,000-99,999","87500"
"2294","White","South","Bachelors","Female",NA,NA
"2295","Other","Midwest","Secondary","Female","30,000-39,999","35000"
"2296","Asian/Pacific Islander","West","Secondary","Male",NA,NA
"2297","White","Midwest","Masters","Female",NA,NA
"2298","Asian/Pacific Islander","West","Secondary","Male","40,000-59,999","55000"
"2299","White","West","Bachelors","Male","150,000 +","200000"
"2300","White","Midwest","Secondary","Female","10,000-19,999","10000"
"2301","White","South","Bachelors","Male","10,000-19,999","10000"
"2302","White","Midwest","Secondary","Female","40,000- 49,999","45000"
"2303","White","Midwest","Secondary","Female","30,000-39,999","35000"
"2304","White","West","Secondary","Male","75,000-99,999","87500"
"2305","White","South","Professional","Male","40,000-59,999","55000"
"2306","Black","South","Primary","Male","1-9,999","5000"
"2307","White","South","Primary","Female","1-9,999","5000"
"2308","Hispanic","West","Secondary","Female","40,000- 49,999","45000"
"2309","Hispanic","West","Secondary","Female","60,000-74,999","67500"
"2310","White","West","Secondary","Male",NA,NA
"2311","White","Midwest","Bachelors","Female","40,000-59,999","55000"
"2312","White","Midwest","Secondary","Female","30,000-39,999","35000"
"2313","White","Midwest","Bachelors","Female",NA,NA
"2314","Black","South","Secondary","Female","1-9,999","5000"
"2315","White","South","Secondary","Female","10,000-19,999","10000"
"2316","White","South","Secondary","Female","10,000-19,999","10000"
"2317","White","South","Masters","Male","150,000 +","200000"
"2318","White","South","Bachelors","Male","75,000-99,999","87500"
"2319","White","West","Secondary","Male","100,000-149,999","125000"
"2320","White","Midwest","Masters","Female",NA,NA
"2321","White","South","Primary","Male","30,000-39,999","35000"
"2322","White","West","Bachelors","Male","40,000- 49,999","45000"
"2323","White","South","Primary","Female","1-9,999","5000"
"2324","Hispanic","West","Bachelors","Female","75,000-99,999","87500"
"2325","White","Midwest","Secondary","Female","60,000-74,999","67500"
"2326","White","South","Bachelors","Female","60,000-74,999","67500"
"2327","White","South","Secondary","Male","60,000-74,999","67500"
"2328","Black","South","Secondary","Male","60,000-74,999","67500"
"2329","White","South","Masters","Female","75,000-99,999","87500"
"2330","Hispanic","West","Secondary","Female","1-9,999","5000"
"2331","Hispanic","West","Secondary","Female",NA,NA
"2332","Hispanic","South","Primary","Female","1-9,999","5000"
"2333","White","West","Secondary","Female","60,000-74,999","67500"
"2334","Other","South","Bachelors","Male","30,000-39,999","35000"
"2335","White","South","Secondary","Male","75,000-99,999","87500"
"2336","White","South","Secondary","Male","150,000 +","200000"
"2337","Black","Midwest","Secondary","Male","1-9,999","5000"
"2338","White","South","Secondary","Female","40,000-59,999","55000"
"2339","White","South","Professional","Female","40,000-59,999","55000"
"2340","White","South","Bachelors","Male","40,000- 49,999","45000"
"2341","Hispanic","South","Primary","Female","20,000- 29,999","25000"
"2342","White","South","Bachelors","Male","60,000-74,999","67500"
"2343","Hispanic","West","Secondary","Female","40,000- 49,999","45000"
"2344","White","Northeast","Bachelors","Female","40,000- 49,999","45000"
"2345","White","Midwest","Primary","Male","100,000-149,999","125000"
"2346","White","South","Secondary","Female","1-9,999","5000"
"2347","Black","South","Bachelors","Female","40,000-59,999","55000"
"2348","White","South","Secondary","Female","20,000- 29,999","25000"
"2349","White","West","Bachelors","Male",NA,NA
"2350","White","South","Bachelors","Female","75,000-99,999","87500"
"2351","Black","South","Secondary","Female","20,000- 29,999","25000"
"2352","Black","South","Secondary","Female","10,000-19,999","10000"
"2353","White","Midwest","Bachelors","Female","75,000-99,999","87500"
"2354","White","South","Bachelors","Female","60,000-74,999","67500"
"2355","Black","South","Primary","Female","20,000- 29,999","25000"
"2356","White","Midwest","Professional","Female","60,000-74,999","67500"
"2357","White","South","Secondary","Female","100,000-149,999","125000"
"2358","White","Northeast","Secondary","Female","30,000-39,999","35000"
"2359","White","South","Secondary","Female","30,000-39,999","35000"
"2360","Black","South","Secondary","Male","40,000- 49,999","45000"
"2361","Other","West","Primary","Female","1-9,999","5000"
"2362","Black","Northeast","Professional","Male","40,000-59,999","55000"
"2363","Asian/Pacific Islander","Midwest","Primary","Female","30,000-39,999","35000"
"2364","Hispanic","South","Bachelors","Female","100,000-149,999","125000"
"2365","Black","South","Primary","Female","10,000-19,999","10000"
"2366","White","Midwest","Bachelors","Male","60,000-74,999","67500"
"2367","Other","Midwest","Secondary","Female","100,000-149,999","125000"
"2368","White","Northeast","Primary","Male","40,000-59,999","55000"
"2369","White","Midwest","Masters","Male","40,000-59,999","55000"
"2370","Black","South","Secondary","Female","1-9,999","5000"
"2371","White","South","Secondary","Male","100,000-149,999","125000"
"2372","Other","Midwest","Secondary","Female","40,000- 49,999","45000"
"2373","Hispanic","South","Secondary","Female","40,000-59,999","55000"
"2374","White","South","Bachelors","Male","75,000-99,999","87500"
"2375","Hispanic","West","Secondary","Male","40,000-59,999","55000"
"2376","Black","West","Professional","Male","30,000-39,999","35000"
"2377","White","West","Secondary","Female","30,000-39,999","35000"
"2378","White","South","Secondary","Female","40,000- 49,999","45000"
"2379","White","South","Primary","Male","1-9,999","5000"
"2380","Black","Midwest","Professional","Male","100,000-149,999","125000"
"2381","Other","South","Professional","Male","75,000-99,999","87500"
"2382","Asian/Pacific Islander","Northeast","Professional","Male","150,000 +","200000"
"2383","White","Midwest","Professional","Male",NA,NA
"2384","White","Midwest","Secondary","Female","60,000-74,999","67500"
"2385","White","Midwest","Secondary","Male","10,000-19,999","10000"
"2386","White","South","Secondary","Male","75,000-99,999","87500"
"2387","Black","South","Secondary","Female","150,000 +","200000"
"2388","White","West","Secondary","Male","100,000-149,999","125000"
"2389","White","Midwest","Secondary","Male","30,000-39,999","35000"
"2390","White","Northeast","Secondary","Female","100,000-149,999","125000"
"2391","White","Midwest","Secondary","Female","40,000-59,999","55000"
"2392","Hispanic","South","Primary","Male","1-9,999","5000"
"2393","White","Midwest","Secondary","Female","100,000-149,999","125000"
"2394","Hispanic","West","Primary","Male","60,000-74,999","67500"
"2395","White","South","Secondary","Female","40,000- 49,999","45000"
"2396","Hispanic","South","Primary","Male","1-9,999","5000"
"2397","White","West","Primary","Female","30,000-39,999","35000"
"2398","White","South","Secondary","Female",NA,NA
"2399","White","Midwest","Secondary","Male","30,000-39,999","35000"
"2400","White","Midwest","Secondary","Female","40,000-59,999","55000"
"2401","White","South","Bachelors","Female","40,000-59,999","55000"
"2402","White","South","Bachelors","Female","60,000-74,999","67500"
"2403","White","South","Bachelors","Female","150,000 +","200000"
"2404","Black","South","Secondary","Female","75,000-99,999","87500"
"2405","White","South","Secondary","Female","10,000-19,999","10000"
"2406","White","Midwest","Secondary","Female","20,000- 29,999","25000"
"2407","White","Midwest","Masters","Male","40,000-59,999","55000"
"2408","White","South","Secondary","Male","60,000-74,999","67500"
"2409","White","South","Professional","Male","30,000-39,999","35000"
"2410","Black","Midwest","Secondary","Female","40,000-59,999","55000"
"2411","Black","West","Professional","Female",NA,NA
"2412","White","South","Professional","Female","60,000-74,999","67500"
"2413","White","West","Secondary","Female",NA,NA
"2414","White","Midwest","Bachelors","Female","150,000 +","200000"
"2415","Black","Northeast","Secondary","Male",NA,NA
"2416","Hispanic","West","Primary","Female","30,000-39,999","35000"
"2417","White","South","Secondary","Male","10,000-19,999","10000"
